epoch,phase,train_loss,val_loss,train_acc,val_acc
1,frozen,1.654099747443743,1.4910311029240035,0.3335402762688189,0.3789571694599628
2,frozen,1.5368393890313363,1.5288685008948224,0.39244140928139065,0.36685288640595903
3,frozen,1.5061080527013269,1.4718981554314337,0.40245227378550363,0.4103041589075109
4,frozen,1.4920902746759475,1.4435180996161376,0.41688654353562005,0.4342023587833644
5,frozen,1.4803499967141975,1.447348490403647,0.4222411919913084,0.4239602731222843
6,frozen,1.4735966348581464,1.4300359309200616,0.4244140928139066,0.44537554314090627
7,frozen,1.462871966072626,1.4407853056080662,0.42914791246313827,0.45406579764121663
8,frozen,1.4654366126179639,1.4248242823697261,0.42798385845103215,0.4590316573556797
9,frozen,1.4617257504364765,1.4369551946774985,0.43007915567282323,0.4335816263190565
10,frozen,1.4512102301772403,1.4282978244037972,0.4363650473381965,0.44289261328367474
11,frozen,1.4438471978224714,1.4367569698301774,0.4371410833462673,0.4224084419615146
12,frozen,1.4458406313446652,1.4116213426021669,0.43683066894303896,0.45623836126629425
13,frozen,1.4432623999543983,1.4317369182090594,0.4417972993946919,0.43699565487274983
14,frozen,1.4425035336364338,1.432225658314928,0.4380723265559522,0.43544382371198015
15,frozen,1.4376667986814602,1.4484714906012917,0.4381499301567593,0.4261328367473619
16,frozen,1.4236404275035666,1.421847056262172,0.44785038025764395,0.4702048417132216
17,frozen,1.4212898872625046,1.4435206522192738,0.4544466863262455,0.4304779639975171
18,frozen,1.4067005505199928,1.3999763721268343,0.45506751513270216,0.4546865301055245
19,frozen,1.4098033805672803,1.4036971083492467,0.45747322675772156,0.45313469894475483
20,frozen,1.4096968156773722,1.4025732394999262,0.4542138755238243,0.4553072625698324
21,frozen,1.393472251954257,1.4092505963081015,0.4592581095762843,0.43482309124767227
22,frozen,1.401466914997992,1.4037899272475902,0.4521961819028403,0.4596523898199876
23,frozen,1.3892704063962007,1.4140286035673875,0.45987893838274096,0.44816883923029177
24,frozen,1.3862676900975845,1.3931759505594539,0.46228465000776037,0.45034140285536933
25,frozen,1.397671811702402,1.4131360182031054,0.46197423560453205,0.4506517690875233
26,frozen,1.381128752932829,1.4076675014566886,0.46104299239484714,0.44661700806952204
27,frozen,1.390266463805777,1.3885133572056898,0.45724041595530035,0.45623836126629425
28,frozen,1.3770274709844819,1.3845974231343474,0.46872574887474777,0.46306641837368095
29,frozen,1.38105911420736,1.3916935794180332,0.4686481452739407,0.4584109248913718
30,frozen,1.370114424149849,1.3844846143698855,0.47423560453205027,0.45313469894475483
31,frozen,1.3661080015273674,1.392082521073349,0.4741580009312432,0.46089385474860334
32,frozen,1.3852174019528605,1.397388474679304,0.465932019245693,0.45996275605214154
33,frozen,1.3741853747071084,1.4023145759127882,0.47198510010864503,0.4587212911235258
34,frozen,1.3702410222691037,1.397360218525821,0.4717522893062238,0.4559279950341403
35,frozen,1.36393903561044,1.3941420201260728,0.4710538568989601,0.45685909373060213
36,frozen,1.3544936550897637,1.3990290629649147,0.4715194785038026,0.4612042209807573
37,frozen,1.3585531255685634,1.3971308368396345,0.478969424181282,0.46710117939168216
38,frozen,1.3601106712393707,1.3877054641588662,0.4747788297376998,0.4686530105524519
39,frozen,1.369137241421104,1.3979320512063602,0.4745460189352786,0.45623836126629425
40,frozen,1.3593517925989806,1.3943926087822847,0.4750892441409281,0.45313469894475483
41,frozen,1.348792881046451,1.391603065454612,0.47873661337886075,0.46306641837368095
42,frozen,1.3539911882303413,1.3991623704733869,0.4777277665683688,0.45189323401613907
43,frozen,1.3591599333791393,1.3888396874190412,0.4736147757255937,0.45934202358783366
44,frozen,1.3494196544240467,1.39324914780113,0.4812975322054943,0.45654872749844816
45,frozen,1.3544100583496994,1.3900462380852632,0.4776501629675617,0.45685909373060213
46,frozen,1.3605743458269917,1.3943208849703874,0.4741580009312432,0.4559279950341403
47,frozen,1.3614504529177984,1.3907926311262049,0.4738475865280149,0.4587212911235258
48,frozen,1.3536475563241739,1.4103536053816774,0.4771845413627192,0.4590316573556797
49,frozen,1.348450362358555,1.3904888737209091,0.47439081173366443,0.4621353196772191
50,frozen,1.3501645885193994,1.399991222600031,0.48098711780226605,0.45747982619491
51,fine_tune,1.2738106808047402,1.23437801057104,0.5172279993791712,0.5316573556797021
52,fine_tune,1.1410659607866989,1.1593022825997634,0.576129132391743,0.5729360645561763
53,fine_tune,1.048595859511158,1.1100931588645901,0.6130684463759118,0.5844196151458722
54,fine_tune,0.9919918114384491,1.0795588952499025,0.64232500388018,0.6030415890751086
